Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/029/024/925/GCF_029024925.1_genomic.fna.gz	0.2997	0.2641	98.90	1.334	98.81-98.98	1.334	1.27-1.39	2	1.830	6414/12259	97.93	15	NZ_CP118962.1 Enterococcus faecalis strain DSM 20478 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/016/525/GCF_000016525.1_genomic.fna.gz	0.2935	0.1672	98.64	1.307	98.51-98.75	1.307	1.22-1.38	2	1.784	3734/7834	97.64	0	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/382/445/GCF_000382445.1_genomic.fna.gz	0.2926	0.4179	99.11	1.303	99.03-99.18	1.303	1.25-1.35	2	2.172	10540/18994	98.12	649	NZ_KB905472.1 Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 strain DSM 17679 aczJl-supercont1.1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/190/535/GCF_000190535.1_genomic.fna.gz	0.2907	0.3924	99.43	1.294	99.36-99.49	1.294	1.25-1.34	2	1.867	11261/18480	98.41	70	NC_015160.1 Odoribacter splanchnicus DSM 20712, complete sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/193/325/GCF_009193325.2_genomic.fna.gz	0.2862	0.4679	97.92	1.274	97.84-98.03	1.274	1.20-1.32	2	2.385	8478/22185	96.94	915	NZ_CP059856.1 Bacteroides zhangwenhongii strain HF-5287 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/435/495/GCA_000435495.1_genomic.fna.gz	0.2809	0.1172	99.25	1.251	99.13-99.35	1.251	1.17-1.33	1	1.746	3301/5840	98.18	1	FR884004.1 Firmicutes bacterium CAG:552 genomic scaffold, scf8, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/687/385/GCF_020687385.1_genomic.fna.gz	0.2743	0.2603	99.13	1.221	99.07-99.21	1.221	1.17-1.27	2	2.025	7179/13312	98.03	89	NZ_JAJEQM010000010.1 Hominilimicola fabiformis strain CLA-AA-H232 NODE_10_length_105690_cov_43.690493, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/297/285/GCF_014297285.1_genomic.fna.gz	0.2731	0.3081	97.52	1.216	97.40-97.63	1.216	1.14-1.28	2	2.034	4980/15406	96.42	1126	NZ_JACOQI010000001.1 Dysosmobacter segnis strain BX15 BX-15_ctg0001, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/435/195/GCA_000435195.1_genomic.fna.gz	0.2624	0.1652	99.18	1.168	99.09-99.28	1.168	1.10-1.23	1	1.781	4664/8728	98.00	10	FR880119.1 Clostridium sp. CAG:169 genomic scaffold, scf4, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/312/975/GCF_900312975.1_genomic.fna.gz	0.2522	0.2147	96.81	1.123	96.64-96.94	1.123	1.04-1.21	1	1.858	2920/11781	95.60	375	NZ_LT990039.1 Massilistercora timonensis strain Marseille-P3756 chromosome contig00001
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/112/755/GCA_003112755.1_genomic.fna.gz	0.2430	0.3198	98.66	1.082	98.56-98.75	1.082	1.03-1.13	1	1.763	7048/16161	97.36	167	BFBT01000001.1 Lawsonibacter asaccharolyticus DNA, contig01, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/425/665/GCF_003425665.1_genomic.fna.gz	0.2382	0.1826	99.87	1.061	99.77-99.95	1.061	1.02-1.11	1	1.613	6751/10667	98.54	0	NZ_QQRQ01000001.1 Evtepia gabavorous strain KLE1738 KLE1738_1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/384/965/GCF_014384965.1_genomic.fna.gz	0.2372	0.1998	98.84	1.056	98.72-98.96	1.056	1.00-1.11	1	1.750	5441/11783	97.54	228	NZ_JACRSW010000027.1 Jutongia hominis strain BX3 BX3_ctg001, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/150/245/GCF_025150245.1_genomic.fna.gz	0.2254	0.2209	98.44	1.004	98.31-98.56	1.004	0.95-1.05	2	2.112	5316/13409	97.06	1009	NZ_CP102279.1 Dorea formicigenerans strain ATCC 27755 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/004/000/625/GCA_004000625.1_genomic.fna.gz	0.2170	0.1686	98.78	0.966	98.67-98.92	0.966	0.91-1.02	1	1.641	4595/10810	97.28	39	SAUS01000023.1 MAG: Candidatus Cibiobacter qucibialis isolate SGB15286A NODE_1001_length_34658_cov_24.6781, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/567/525/GCF_025567525.1_genomic.fna.gz	0.2131	0.2486	98.33	0.949	98.21-98.44	0.949	0.90-0.99	1	1.690	6002/16126	96.86	1130	NZ_JAOQJY010000001.1 Gallintestinimicrobium propionicum strain Sanger_16 .14207_7_45.1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/288/055/GCF_014288055.1_genomic.fna.gz	0.2127	0.1676	97.12	0.947	96.93-97.25	0.947	0.88-1.03	1	1.645	2676/10808	95.60	523	NZ_JACOPK010000001.1 Agathobaculum hominis strain M2 M2_ctg0001, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/147/765/GCF_025147765.1_genomic.fna.gz	0.2060	0.2311	98.06	0.917	97.92-98.19	0.917	0.86-0.96	1	1.780	5055/15190	96.51	1759	NZ_CP102265.1 Blautia obeum ATCC 29174 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/154/345/GCA_000154345.1_genomic.fna.gz	0.2042	0.2052	99.34	0.909	99.23-99.46	0.909	0.86-0.95	1	1.618	6763/13860	97.71	77	DS480351.1 Clostridium leptum DSM 753 Scfld_02_20 genomic scaffold, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/550/315/GCA_900550315.1_genomic.fna.gz	0.2042	0.1154	97.92	0.909	97.74-98.11	0.909	0.82-0.99	1	1.535	2453/7879	96.31	13	URRK01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS1279 genome assembly, contig: NODE_552_length_38426_cov_3.466602, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/566/865/GCF_025566865.1_genomic.fna.gz	0.1926	0.2381	99.49	0.857	99.38-99.60	0.857	0.82-0.89	1	1.720	8792/17061	97.88	25	NZ_JAOQJM010000001.1 Blautia acetigignens strain Sanger_28 .13414_6_20.1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/949/455/GCF_000949455.1_genomic.fna.gz	0.1873	0.2367	98.76	0.834	98.63-98.84	0.834	0.79-0.88	1	1.563	6937/17864	96.99	304	NZ_JXXK01000001.1 Ruthenibacterium lactatiformans strain 585-1 contig00001, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/542/395/GCA_900542395.1_genomic.fna.gz	0.1868	0.1318	97.51	0.832	97.34-97.70	0.832	0.78-0.90	1	1.494	2592/10023	95.73	353	UQNM01000001.1 uncultured Clostridiales bacterium isolate UMGS459 genome assembly, contig: NODE_395_length_65181_cov_5.190400, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/425/045/GCF_000425045.1_genomic.fna.gz	0.1832	0.1285	99.82	0.815	99.69-99.95	0.815	0.77-0.86	1	1.492	5122/9707	97.96	0	NZ_AULA01000001.1 Acidaminococcus intestini DSM 21505 H503DRAFT_scaffold00001.1_C, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/363/665/GCA_902363665.1_genomic.fna.gz	0.1829	0.2329	98.35	0.815	98.20-98.49	0.815	0.77-0.86	1	1.685	5828/17267	96.56	1066	CABJAW010000001.1 Lachnospiraceae bacterium isolate MGYG-HGUT-00137 genome assembly, contig: .21673_4_12.1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/296/465/GCF_000296465.1_genomic.fna.gz	0.1753	0.1856	98.70	0.781	98.55-98.81	0.781	0.74-0.83	1	1.459	5638/14696	96.96	276	NZ_JH815203.1 Barnesiella intestinihominis YIT 11860 supercont1.1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/553/645/GCA_900553645.1_genomic.fna.gz	0.1696	0.1009	98.44	0.755	98.24-98.64	0.755	0.69-0.82	1	1.438	2692/8258	96.45	40	USEE01000001.1 uncultured Clostridiales bacterium isolate UMGS1633 genome assembly, contig: NODE_876_length_21253_cov_3.448391, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/432/275/GCA_000432275.1_genomic.fna.gz	0.1689	0.0887	99.12	0.752	98.94-99.33	0.752	0.69-0.80	1	1.406	2970/7397	97.10	1	HF995253.1 Proteobacteria bacterium CAG:495 genomic scaffold, scf9, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/112/995/GCA_900112995.1_genomic.fna.gz	0.1670	0.1446	99.13	0.743	98.96-99.27	0.743	0.70-0.79	1	1.496	4984/12183	97.16	153	FONU01000049.1 Lactobacillus rogosae strain ATCC 27753 genome assembly, contig: Ga0052885_scaffold00047.47, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/755/265/GCF_009755265.1_genomic.fna.gz	0.1642	0.1412	98.53	0.731	98.40-98.71	0.731	0.67-0.78	1	1.509	3953/12042	96.47	13	NZ_WPOO01000001.1 Adlercreutzia rubneri strain ResAG-91 ResAG91_contig_001, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/687/205/GCF_020687205.1_genomic.fna.gz	0.1576	0.1583	98.22	0.702	98.08-98.35	0.702	0.66-0.74	1	1.524	4077/13974	96.10	963	NZ_JAJEQE010000100.1 Hominisplanchenecus faecis strain CLA-AA-H246 NODE_100_length_1501_cov_195.508427, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/312/505/GCA_001312505.1_genomic.fna.gz	0.1562	0.1564	97.23	0.695	97.04-97.41	0.695	0.63-0.74	1	1.524	2952/13972	95.11	1522	BBDW01000001.1 [Ruminococcus] faecis JCM 15917 DNA, contig: JCM15917.contig00001, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/478/035/GCF_003478035.1_genomic.fna.gz	0.1508	0.1665	98.51	0.671	98.33-98.63	0.671	0.63-0.72	1	1.535	4843/15363	96.34	745	NZ_QUEP01000001.1 Clostridium sp. OF03-18AA OF03-18AA.Scaf1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/474/435/GCF_003474435.1_genomic.fna.gz	0.1499	0.1693	98.29	0.667	98.14-98.45	0.667	0.62-0.72	2	3.277	4645/15762	96.14	1723	NZ_QRNF01000001.1 Ruminococcus sp. AF46-10NS AF46-10NS.Scaf1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/522/945/GCA_003522945.1_genomic.fna.gz	0.1490	0.0843	98.72	0.664	98.51-98.92	0.664	0.61-0.73	1	1.448	2535/7774	96.45	28	DPHR01000023.1 MAG TPA_asm: Clostridiales bacterium isolate UBA11467 contig_10094, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/554/845/GCF_020554845.1_genomic.fna.gz	0.1467	0.1850	98.72	0.653	98.52-98.85	0.653	0.62-0.70	1	1.673	5815/17617	96.49	1039	NZ_JAJCIA010000001.1 Blautia faecis strain DFI.3.66 LDJIBEFH_1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/116/605/GCA_019116605.1_genomic.fna.gz	0.1451	0.0954	99.05	0.646	98.85-99.26	0.646	0.59-0.69	1	1.385	3243/9167	96.70	10	DXBI01000025.1 MAG TPA_asm: Candidatus Dorea faecipullorum isolate ChiGjej2B2-10896 ChiGjej2B2M5__C103489_L2564_SAMN08009833, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/542/665/GCF_006542665.1_genomic.fna.gz	0.1444	0.1465	99.18	0.643	99.03-99.32	0.643	0.61-0.68	1	1.419	5389/14233	96.92	49	NZ_AP019735.1 Alistipes communis strain 5CBH24 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/567/195/GCF_025567195.1_genomic.fna.gz	0.1428	0.1492	97.96	0.636	97.76-98.11	0.636	0.60-0.68	1	1.433	3620/14520	95.62	794	NZ_JAOQJF010000001.1 Alitiscatomonas aceti strain f_CCE .18048_1_85.1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/435/375/GCF_003435375.1_genomic.fna.gz	0.1381	0.1593	97.66	0.615	97.48-97.84	0.615	0.57-0.66	1	1.564	3588/16043	95.28	2083	NZ_QWGL01000001.1 Clostridium sp. AM34-11AC AM34-11AC.Scaf1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/215/055/GCA_905215055.1_genomic.fna.gz	0.1319	0.1199	98.60	0.587	98.43-98.77	0.587	0.55-0.63	1	1.804	3715/12564	96.15	64	CAJMOH010000001.1 TPA_asm: uncultured bacterium isolate ERR1430498-bin.2 genome assembly, contig: NODE_85_length_149892_cov_12.403699, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/910/588/075/GCA_910588075.1_genomic.fna.gz	0.1294	0.0913	98.88	0.576	98.70-99.08	0.576	0.54-0.61	1	1.320	3067/9929	96.28	2	CAJUOS010000001.1 MAG TPA_asm: uncultured Erysipelotrichaceae bacterium isolate MGBC163490 genome assembly, contig: MGBC163490.1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/005/121/165/GCF_005121165.3_genomic.fna.gz	0.1258	0.1383	99.64	0.560	99.48-99.79	0.560	0.53-0.59	1	1.538	6009/15083	97.07	41	NZ_CP034413.3 Dysosmobacter welbionis strain J115 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/686/945/GCF_020686945.1_genomic.fna.gz	0.1233	0.1479	98.45	0.549	98.29-98.62	0.549	0.51-0.58	1	1.451	4468/16728	95.83	953	NZ_JAJEPR010000100.1 Fusicatenibacter sp. CLA-AA-H277 NODE_100_length_1191_cov_37.984740, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/564/355/GCF_020564355.1_genomic.fna.gz	0.1225	0.1135	99.09	0.545	98.92-99.26	0.545	0.51-0.58	1	1.474	4166/12905	96.42	150	NZ_JAJCRR010000001.1 Lachnospira pectinoschiza strain SL.1.13 OMCMFGFK_1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/297/245/GCF_014297245.1_genomic.fna.gz	0.1211	0.1347	96.72	0.539	96.41-97.04	0.539	0.47-0.59	1	2.003	2333/15472	94.08	3725	NZ_JACOQG010000001.1 Blautia difficilis strain M29 M30_ctg001, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/701/705/GCF_000701705.1_genomic.fna.gz	0.1211	0.1723	98.98	0.539	98.85-99.11	0.539	0.51-0.56	1	1.308	5994/19755	96.23	2	NZ_JNJP01000001.1 Bilophila wadsworthia ATCC 49260 T370DRAFT_scaffold00001.1_C, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/154/445/GCF_000154445.1_genomic.fna.gz	0.1184	0.1081	99.55	0.527	99.42-99.72	0.527	0.49-0.55	1	1.304	4594/12778	96.75	1	NZ_DS499569.1 Intestinibacter bartlettii DSM 16795 Scfld_02_17, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/384/705/GCF_014384705.1_genomic.fna.gz	0.1122	0.1027	98.96	0.500	98.77-99.17	0.500	0.46-0.53	1	1.373	3561/12421	96.05	251	NZ_JACRSN010000001.1 Yeguia hominis strain NSJ-40 M1_ctg001, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/426/285/GCA_934426285.1_genomic.fna.gz	0.1098	0.0757	96.10	0.489	95.71-96.50	0.489	0.41-0.56	1	1.645	1091/9596	93.23	622	CAKRYE010000001.1 MAG: uncultured Blautia sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_10_1530.130 genome assembly, contig: Hadza_PheChl_Fiber-Hadza-Nepal_E_10_1530__NODE_487_length_75726_cov_33.239778, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/514/385/GCA_003514385.1_genomic.fna.gz	0.1092	0.0696	97.03	0.486	96.69-97.30	0.486	0.43-0.54	1	1.261	1355/8959	94.09	28	DOQR01000005.1 MAG TPA_asm: Oscillospiraceae bacterium isolate UBA11447 contig_1984, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/145/285/GCF_025145285.1_genomic.fna.gz	0.1091	0.1297	97.58	0.486	97.38-97.77	0.486	0.45-0.52	1	1.378	2980/16516	94.63	1128	NZ_CP102251.1 Alistipes onderdonkii strain DSM 19147 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/148/635/GCF_025148635.1_genomic.fna.gz	0.1065	0.1575	98.43	0.474	98.25-98.61	0.474	0.44-0.50	1	1.258	4684/20251	95.39	264	NZ_CP102269.1 Butyricimonas virosa strain DSM 23226 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/542/445/GCA_900542445.1_genomic.fna.gz	0.1059	0.0874	98.80	0.472	98.60-99.02	0.472	0.43-0.51	1	1.329	3010/11641	95.73	33	UQNN01000001.1 uncultured Clostridiales bacterium isolate UMGS462 genome assembly, contig: NODE_2_length_402639_cov_8.139072, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/118/845/GCA_019118845.1_genomic.fna.gz	0.1051	0.0776	99.08	0.468	98.87-99.31	0.468	0.43-0.50	1	1.282	2933/10440	95.99	13	DWYE01000080.1 MAG TPA_asm: Candidatus Anaeromassilibacillus stercoravium isolate ChiSjej5B23-4625 ChiSjej5B23M5__C100897_L19793_SAMN08009953, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/112/625/GCA_019112625.1_genomic.fna.gz	0.1051	0.0706	97.80	0.468	97.49-98.09	0.468	0.42-0.51	1	1.364	1809/9622	94.75	171	DXIW01000011.1 MAG TPA_asm: Candidatus Acutalibacter stercorigallinarum isolate ChiGjej2B2-2649 ChiGjej2B2M5__C121068_L12133_SAMN08009833, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/129/655/GCF_900129655.1_genomic.fna.gz	0.1050	0.1210	98.91	0.467	98.72-99.10	0.467	0.43-0.50	1	1.261	4398/16248	95.87	132	NZ_FQWK01000018.1 Bacteroides clarus YIT 12056, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/144/995/GCF_025144995.1_genomic.fna.gz	0.1044	0.0917	99.28	0.465	99.09-99.50	0.465	0.43-0.49	1	1.261	3590/12086	96.16	7	NZ_CP102250.1 Alistipes indistinctus YIT 12060 chromosome, complete genome
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/764/105/GCA_900764105.1_genomic.fna.gz	0.1031	0.0623	96.95	0.459	96.59-97.28	0.459	0.41-0.51	1	1.275	1205/8563	93.87	6	CAAFMS010000001.1 MAG TPA_asm: Clostridia bacterium, isolate HGM11441, WGS project CAAFMS010000000 data, contig: SRS1596872_78_k141_8015, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/363/135/GCA_902363135.1_genomic.fna.gz	0.1019	0.1182	98.86	0.454	98.65-99.08	0.454	0.42-0.49	1	1.546	4254/16024	95.81	589	CABIZF010000001.1 Lachnospiraceae bacterium isolate MGYG-HGUT-00092 genome assembly, contig: .20287_6_63.1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/478/355/GCA_003478355.1_genomic.fna.gz	0.0979	0.1305	97.47	0.436	97.23-97.74	0.436	0.39-0.47	1	1.620	2990/18419	94.30	1744	QUFC01000001.1 Lachnospiraceae bacterium AM48-27BH AM48-27BH.Scaf1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/432/135/GCA_000432135.1_genomic.fna.gz	0.0942	0.0735	98.81	0.420	98.58-99.06	0.420	0.38-0.45	1	1.302	2619/11056	95.46	50	HF990512.1 Firmicutes bacterium CAG:124 genomic scaffold, scf7, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/028/539/415/GCF_028539415.1_genomic.fna.gz	0.0919	0.1914	98.03	0.409	97.87-98.22	0.409	0.38-0.43	1	1.252	5312/29270	94.64	2140	NZ_JANSWE010000001.1 Bacteroides cellulosilyticus DSM 14838 contig_1, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/206/455/GCA_905206455.1_genomic.fna.gz	0.0906	0.0604	99.39	0.404	99.16-99.69	0.404	0.36-0.43	1	1.220	2523/9189	95.92	2	CAJLHL010000001.1 MAG TPA_asm: uncultured Clostridiales bacterium isolate ERR1600730-bin.21 genome assembly, contig: NODE_572_length_69647_cov_5.957423, whole genome shotgun sequence
/home/jb/open_problems/medical/dysbiosis/fastq_analysis/qc/CXD568_trim_1.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/024/715/GCF_003024715.1_genomic.fna.gz	0.0893	0.0899	97.78	0.398	97.51-98.06	0.398	0.36-0.43	1	1.515	2290/13933	94.34	1361	NZ_PYLO01000001.1 Clostridium fessum strain SNUG30386 scaffold_0, whole genome shotgun sequence
